SK_Date,Date,Day,DayName,DayOfWeek,Month,MonthName,Year,IsWeekend
20170331,2017-03-31,31,Friday,6,3,March,2017,false
20170401,2017-04-01,1,Saturday,7,4,April,2017,true
20170402,2017-04-02,2,Sunday,1,4,April,2017,true
20170403,2017-04-03,3,Monday,2,4,April,2017,false
20170404,2017-04-04,4,Tuesday,3,4,April,2017,false
20170405,2017-04-05,5,Wednesday,4,4,April,2017,false
20170406,2017-04-06,6,Thursday,5,4,April,2017,false
20170407,2017-04-07,7,Friday,6,4,April,2017,false
20170408,2017-04-08,8,Saturday,7,4,April,2017,true
20170409,2017-04-09,9,Sunday,1,4,April,2017,true
20170410,2017-04-10,10,Monday,2,4,April,2017,false
20170411,2017-04-11,11,Tuesday,3,4,April,2017,false
20170412,2017-04-12,12,Wednesday,4,4,April,2017,false
20170413,2017-04-13,13,Thursday,5,4,April,2017,false
20170414,2017-04-14,14,Friday,6,4,April,2017,false
20170415,2017-04-15,15,Saturday,7,4,April,2017,true
20170416,2017-04-16,16,Sunday,1,4,April,2017,true
20170417,2017-04-17,17,Monday,2,4,April,2017,false
20170418,2017-04-18,18,Tuesday,3,4,April,2017,false
20170419,2017-04-19,19,Wednesday,4,4,April,2017,false
20170420,2017-04-20,20,Thursday,5,4,April,2017,false
20170421,2017-04-21,21,Friday,6,4,April,2017,false
20170422,2017-04-22,22,Saturday,7,4,April,2017,true
20170423,2017-04-23,23,Sunday,1,4,April,2017,true
20170424,2017-04-24,24,Monday,2,4,April,2017,false
20170425,2017-04-25,25,Tuesday,3,4,April,2017,false
20170426,2017-04-26,26,Wednesday,4,4,April,2017,false
20170427,2017-04-27,27,Thursday,5,4,April,2017,false
20170428,2017-04-28,28,Friday,6,4,April,2017,false
20170429,2017-04-29,29,Saturday,7,4,April,2017,true
20170430,2017-04-30,30,Sunday,1,4,April,2017,true
20170501,2017-05-01,1,Monday,2,5,May,2017,false
20170502,2017-05-02,2,Tuesday,3,5,May,2017,false
20170503,2017-05-03,3,Wednesday,4,5,May,2017,false
20170504,2017-05-04,4,Thursday,5,5,May,2017,false
20170505,2017-05-05,5,Friday,6,5,May,2017,false
20170506,2017-05-06,6,Saturday,7,5,May,2017,true
20170507,2017-05-07,7,Sunday,1,5,May,2017,true
20170508,2017-05-08,8,Monday,2,5,May,2017,false
20170509,2017-05-09,9,Tuesday,3,5,May,2017,false
20170510,2017-05-10,10,Wednesday,4,5,May,2017,false
20170511,2017-05-11,11,Thursday,5,5,May,2017,false
20170512,2017-05-12,12,Friday,6,5,May,2017,false
20170513,2017-05-13,13,Saturday,7,5,May,2017,true
20170514,2017-05-14,14,Sunday,1,5,May,2017,true
20170515,2017-05-15,15,Monday,2,5,May,2017,false
20170516,2017-05-16,16,Tuesday,3,5,May,2017,false
20170517,2017-05-17,17,Wednesday,4,5,May,2017,false
20170518,2017-05-18,18,Thursday,5,5,May,2017,false
20170519,2017-05-19,19,Friday,6,5,May,2017,false
20170520,2017-05-20,20,Saturday,7,5,May,2017,true
20170521,2017-05-21,21,Sunday,1,5,May,2017,true
20170522,2017-05-22,22,Monday,2,5,May,2017,false
20170523,2017-05-23,23,Tuesday,3,5,May,2017,false
20170524,2017-05-24,24,Wednesday,4,5,May,2017,false
20170525,2017-05-25,25,Thursday,5,5,May,2017,false
20170526,2017-05-26,26,Friday,6,5,May,2017,false
20170527,2017-05-27,27,Saturday,7,5,May,2017,true
20170528,2017-05-28,28,Sunday,1,5,May,2017,true
20170529,2017-05-29,29,Monday,2,5,May,2017,false
20170530,2017-05-30,30,Tuesday,3,5,May,2017,false
20170531,2017-05-31,31,Wednesday,4,5,May,2017,false
20170601,2017-06-01,1,Thursday,5,6,June,2017,false
20170602,2017-06-02,2,Friday,6,6,June,2017,false
20170603,2017-06-03,3,Saturday,7,6,June,2017,true
20170604,2017-06-04,4,Sunday,1,6,June,2017,true
20170605,2017-06-05,5,Monday,2,6,June,2017,false
20170606,2017-06-06,6,Tuesday,3,6,June,2017,false
20170607,2017-06-07,7,Wednesday,4,6,June,2017,false
20170608,2017-06-08,8,Thursday,5,6,June,2017,false
20170609,2017-06-09,9,Friday,6,6,June,2017,false
20170610,2017-06-10,10,Saturday,7,6,June,2017,true
20170611,2017-06-11,11,Sunday,1,6,June,2017,true
20170612,2017-06-12,12,Monday,2,6,June,2017,false
20170613,2017-06-13,13,Tuesday,3,6,June,2017,false
20170614,2017-06-14,14,Wednesday,4,6,June,2017,false
20170615,2017-06-15,15,Thursday,5,6,June,2017,false
20170616,2017-06-16,16,Friday,6,6,June,2017,false
20170617,2017-06-17,17,Saturday,7,6,June,2017,true
20170618,2017-06-18,18,Sunday,1,6,June,2017,true
20170619,2017-06-19,19,Monday,2,6,June,2017,false
20170620,2017-06-20,20,Tuesday,3,6,June,2017,false
20170621,2017-06-21,21,Wednesday,4,6,June,2017,false
20170622,2017-06-22,22,Thursday,5,6,June,2017,false
20170623,2017-06-23,23,Friday,6,6,June,2017,false
20170624,2017-06-24,24,Saturday,7,6,June,2017,true
20170625,2017-06-25,25,Sunday,1,6,June,2017,true
20170626,2017-06-26,26,Monday,2,6,June,2017,false
20170627,2017-06-27,27,Tuesday,3,6,June,2017,false
20170628,2017-06-28,28,Wednesday,4,6,June,2017,false
20170629,2017-06-29,29,Thursday,5,6,June,2017,false
20170630,2017-06-30,30,Friday,6,6,June,2017,false
20170701,2017-07-01,1,Saturday,7,7,July,2017,true
20170702,2017-07-02,2,Sunday,1,7,July,2017,true
20170703,2017-07-03,3,Monday,2,7,July,2017,false
20170704,2017-07-04,4,Tuesday,3,7,July,2017,false
20170705,2017-07-05,5,Wednesday,4,7,July,2017,false
20170706,2017-07-06,6,Thursday,5,7,July,2017,false
20170707,2017-07-07,7,Friday,6,7,July,2017,false
20170708,2017-07-08,8,Saturday,7,7,July,2017,true
20170709,2017-07-09,9,Sunday,1,7,July,2017,true
20170710,2017-07-10,10,Monday,2,7,July,2017,false
20170711,2017-07-11,11,Tuesday,3,7,July,2017,false
20170712,2017-07-12,12,Wednesday,4,7,July,2017,false
20170713,2017-07-13,13,Thursday,5,7,July,2017,false
20170714,2017-07-14,14,Friday,6,7,July,2017,false
20170715,2017-07-15,15,Saturday,7,7,July,2017,true
20170716,2017-07-16,16,Sunday,1,7,July,2017,true
20170717,2017-07-17,17,Monday,2,7,July,2017,false
20170718,2017-07-18,18,Tuesday,3,7,July,2017,false
20170719,2017-07-19,19,Wednesday,4,7,July,2017,false
20170720,2017-07-20,20,Thursday,5,7,July,2017,false
20170721,2017-07-21,21,Friday,6,7,July,2017,false
20170722,2017-07-22,22,Saturday,7,7,July,2017,true
20170723,2017-07-23,23,Sunday,1,7,July,2017,true
20170724,2017-07-24,24,Monday,2,7,July,2017,false
20170725,2017-07-25,25,Tuesday,3,7,July,2017,false
20170726,2017-07-26,26,Wednesday,4,7,July,2017,false
20170727,2017-07-27,27,Thursday,5,7,July,2017,false
20170728,2017-07-28,28,Friday,6,7,July,2017,false
20170729,2017-07-29,29,Saturday,7,7,July,2017,true
20170730,2017-07-30,30,Sunday,1,7,July,2017,true
20170731,2017-07-31,31,Monday,2,7,July,2017,false
20170801,2017-08-01,1,Tuesday,3,8,August,2017,false
20170802,2017-08-02,2,Wednesday,4,8,August,2017,false
20170803,2017-08-03,3,Thursday,5,8,August,2017,false
20170804,2017-08-04,4,Friday,6,8,August,2017,false
20170805,2017-08-05,5,Saturday,7,8,August,2017,true
20170806,2017-08-06,6,Sunday,1,8,August,2017,true
20170807,2017-08-07,7,Monday,2,8,August,2017,false
20170808,2017-08-08,8,Tuesday,3,8,August,2017,false
20170809,2017-08-09,9,Wednesday,4,8,August,2017,false
20170810,2017-08-10,10,Thursday,5,8,August,2017,false
20170811,2017-08-11,11,Friday,6,8,August,2017,false
20170812,2017-08-12,12,Saturday,7,8,August,2017,true
20170813,2017-08-13,13,Sunday,1,8,August,2017,true
20170814,2017-08-14,14,Monday,2,8,August,2017,false
20170815,2017-08-15,15,Tuesday,3,8,August,2017,false
20170816,2017-08-16,16,Wednesday,4,8,August,2017,false
20170817,2017-08-17,17,Thursday,5,8,August,2017,false
20170818,2017-08-18,18,Friday,6,8,August,2017,false
20170819,2017-08-19,19,Saturday,7,8,August,2017,true
20170820,2017-08-20,20,Sunday,1,8,August,2017,true
20170821,2017-08-21,21,Monday,2,8,August,2017,false
20170822,2017-08-22,22,Tuesday,3,8,August,2017,false
20170823,2017-08-23,23,Wednesday,4,8,August,2017,false
20170824,2017-08-24,24,Thursday,5,8,August,2017,false
20170825,2017-08-25,25,Friday,6,8,August,2017,false
20170826,2017-08-26,26,Saturday,7,8,August,2017,true
20170827,2017-08-27,27,Sunday,1,8,August,2017,true
20170828,2017-08-28,28,Monday,2,8,August,2017,false
20170829,2017-08-29,29,Tuesday,3,8,August,2017,false
20170830,2017-08-30,30,Wednesday,4,8,August,2017,false
20170831,2017-08-31,31,Thursday,5,8,August,2017,false
20170901,2017-09-01,1,Friday,6,9,September,2017,false
20170902,2017-09-02,2,Saturday,7,9,September,2017,true
20170903,2017-09-03,3,Sunday,1,9,September,2017,true
20170904,2017-09-04,4,Monday,2,9,September,2017,false
20170905,2017-09-05,5,Tuesday,3,9,September,2017,false
20170906,2017-09-06,6,Wednesday,4,9,September,2017,false
20170907,2017-09-07,7,Thursday,5,9,September,2017,false
20170908,2017-09-08,8,Friday,6,9,September,2017,false
20170909,2017-09-09,9,Saturday,7,9,September,2017,true
20170910,2017-09-10,10,Sunday,1,9,September,2017,true
20170911,2017-09-11,11,Monday,2,9,September,2017,false
20170912,2017-09-12,12,Tuesday,3,9,September,2017,false
20170913,2017-09-13,13,Wednesday,4,9,September,2017,false
20170914,2017-09-14,14,Thursday,5,9,September,2017,false
20170915,2017-09-15,15,Friday,6,9,September,2017,false
20170916,2017-09-16,16,Saturday,7,9,September,2017,true
20170917,2017-09-17,17,Sunday,1,9,September,2017,true
20170918,2017-09-18,18,Monday,2,9,September,2017,false
20170919,2017-09-19,19,Tuesday,3,9,September,2017,false
20170920,2017-09-20,20,Wednesday,4,9,September,2017,false
20170921,2017-09-21,21,Thursday,5,9,September,2017,false
20170922,2017-09-22,22,Friday,6,9,September,2017,false
20170923,2017-09-23,23,Saturday,7,9,September,2017,true
20170924,2017-09-24,24,Sunday,1,9,September,2017,true
20170925,2017-09-25,25,Monday,2,9,September,2017,false
20170926,2017-09-26,26,Tuesday,3,9,September,2017,false
20170927,2017-09-27,27,Wednesday,4,9,September,2017,false
20170928,2017-09-28,28,Thursday,5,9,September,2017,false
20170929,2017-09-29,29,Friday,6,9,September,2017,false
20170930,2017-09-30,30,Saturday,7,9,September,2017,true
20171001,2017-10-01,1,Sunday,1,10,October,2017,true
20171002,2017-10-02,2,Monday,2,10,October,2017,false
20171003,2017-10-03,3,Tuesday,3,10,October,2017,false
20171004,2017-10-04,4,Wednesday,4,10,October,2017,false
20171005,2017-10-05,5,Thursday,5,10,October,2017,false
20171006,2017-10-06,6,Friday,6,10,October,2017,false
20171007,2017-10-07,7,Saturday,7,10,October,2017,true
20171008,2017-10-08,8,Sunday,1,10,October,2017,true
20171009,2017-10-09,9,Monday,2,10,October,2017,false
20171010,2017-10-10,10,Tuesday,3,10,October,2017,false
20171011,2017-10-11,11,Wednesday,4,10,October,2017,false
20171012,2017-10-12,12,Thursday,5,10,October,2017,false
20171013,2017-10-13,13,Friday,6,10,October,2017,false
20171014,2017-10-14,14,Saturday,7,10,October,2017,true
20171015,2017-10-15,15,Sunday,1,10,October,2017,true
20171016,2017-10-16,16,Monday,2,10,October,2017,false
20171017,2017-10-17,17,Tuesday,3,10,October,2017,false
20171018,2017-10-18,18,Wednesday,4,10,October,2017,false
20171019,2017-10-19,19,Thursday,5,10,October,2017,false
20171020,2017-10-20,20,Friday,6,10,October,2017,false
20171021,2017-10-21,21,Saturday,7,10,October,2017,true
20171022,2017-10-22,22,Sunday,1,10,October,2017,true
20171023,2017-10-23,23,Monday,2,10,October,2017,false
20171024,2017-10-24,24,Tuesday,3,10,October,2017,false
20171025,2017-10-25,25,Wednesday,4,10,October,2017,false
20171026,2017-10-26,26,Thursday,5,10,October,2017,false
20171027,2017-10-27,27,Friday,6,10,October,2017,false
20171028,2017-10-28,28,Saturday,7,10,October,2017,true
20171029,2017-10-29,29,Sunday,1,10,October,2017,true
20171030,2017-10-30,30,Monday,2,10,October,2017,false
20171031,2017-10-31,31,Tuesday,3,10,October,2017,false
20171101,2017-11-01,1,Wednesday,4,11,November,2017,false
20171102,2017-11-02,2,Thursday,5,11,November,2017,false
20171103,2017-11-03,3,Friday,6,11,November,2017,false
20171104,2017-11-04,4,Saturday,7,11,November,2017,true
20171105,2017-11-05,5,Sunday,1,11,November,2017,true
20171106,2017-11-06,6,Monday,2,11,November,2017,false
20171107,2017-11-07,7,Tuesday,3,11,November,2017,false
20171108,2017-11-08,8,Wednesday,4,11,November,2017,false
20171109,2017-11-09,9,Thursday,5,11,November,2017,false
20171110,2017-11-10,10,Friday,6,11,November,2017,false
20171111,2017-11-11,11,Saturday,7,11,November,2017,true
20171112,2017-11-12,12,Sunday,1,11,November,2017,true
20171113,2017-11-13,13,Monday,2,11,November,2017,false
20171114,2017-11-14,14,Tuesday,3,11,November,2017,false
20171115,2017-11-15,15,Wednesday,4,11,November,2017,false
20171116,2017-11-16,16,Thursday,5,11,November,2017,false
20171117,2017-11-17,17,Friday,6,11,November,2017,false
20171118,2017-11-18,18,Saturday,7,11,November,2017,true
20171119,2017-11-19,19,Sunday,1,11,November,2017,true
20171120,2017-11-20,20,Monday,2,11,November,2017,false
20171121,2017-11-21,21,Tuesday,3,11,November,2017,false
20171122,2017-11-22,22,Wednesday,4,11,November,2017,false
20171123,2017-11-23,23,Thursday,5,11,November,2017,false
20171124,2017-11-24,24,Friday,6,11,November,2017,false
20171125,2017-11-25,25,Saturday,7,11,November,2017,true
20171126,2017-11-26,26,Sunday,1,11,November,2017,true
20171127,2017-11-27,27,Monday,2,11,November,2017,false
20171128,2017-11-28,28,Tuesday,3,11,November,2017,false
20171129,2017-11-29,29,Wednesday,4,11,November,2017,false
20171130,2017-11-30,30,Thursday,5,11,November,2017,false
20171201,2017-12-01,1,Friday,6,12,December,2017,false
20171202,2017-12-02,2,Saturday,7,12,December,2017,true
20171203,2017-12-03,3,Sunday,1,12,December,2017,true
20171204,2017-12-04,4,Monday,2,12,December,2017,false
20171205,2017-12-05,5,Tuesday,3,12,December,2017,false
20171206,2017-12-06,6,Wednesday,4,12,December,2017,false
20171207,2017-12-07,7,Thursday,5,12,December,2017,false
20171208,2017-12-08,8,Friday,6,12,December,2017,false
20171209,2017-12-09,9,Saturday,7,12,December,2017,true
20171210,2017-12-10,10,Sunday,1,12,December,2017,true
20171211,2017-12-11,11,Monday,2,12,December,2017,false
20171212,2017-12-12,12,Tuesday,3,12,December,2017,false
20171213,2017-12-13,13,Wednesday,4,12,December,2017,false
20171214,2017-12-14,14,Thursday,5,12,December,2017,false
20171215,2017-12-15,15,Friday,6,12,December,2017,false
20171216,2017-12-16,16,Saturday,7,12,December,2017,true
20171217,2017-12-17,17,Sunday,1,12,December,2017,true
20171218,2017-12-18,18,Monday,2,12,December,2017,false
20171219,2017-12-19,19,Tuesday,3,12,December,2017,false
20171220,2017-12-20,20,Wednesday,4,12,December,2017,false
20171221,2017-12-21,21,Thursday,5,12,December,2017,false
20171222,2017-12-22,22,Friday,6,12,December,2017,false
20171223,2017-12-23,23,Saturday,7,12,December,2017,true
20171224,2017-12-24,24,Sunday,1,12,December,2017,true
20171225,2017-12-25,25,Monday,2,12,December,2017,false
20171226,2017-12-26,26,Tuesday,3,12,December,2017,false
20171227,2017-12-27,27,Wednesday,4,12,December,2017,false
20171228,2017-12-28,28,Thursday,5,12,December,2017,false
20171229,2017-12-29,29,Friday,6,12,December,2017,false
20171230,2017-12-30,30,Saturday,7,12,December,2017,true
20171231,2017-12-31,31,Sunday,1,12,December,2017,true
20180101,2018-01-01,1,Monday,2,1,January,2018,false
20180102,2018-01-02,2,Tuesday,3,1,January,2018,false
20180103,2018-01-03,3,Wednesday,4,1,January,2018,false
20180104,2018-01-04,4,Thursday,5,1,January,2018,false
20180105,2018-01-05,5,Friday,6,1,January,2018,false
20180106,2018-01-06,6,Saturday,7,1,January,2018,true
20180107,2018-01-07,7,Sunday,1,1,January,2018,true
20180108,2018-01-08,8,Monday,2,1,January,2018,false
20180109,2018-01-09,9,Tuesday,3,1,January,2018,false
20180110,2018-01-10,10,Wednesday,4,1,January,2018,false
20180111,2018-01-11,11,Thursday,5,1,January,2018,false
20180112,2018-01-12,12,Friday,6,1,January,2018,false
20180113,2018-01-13,13,Saturday,7,1,January,2018,true
20180114,2018-01-14,14,Sunday,1,1,January,2018,true
20180115,2018-01-15,15,Monday,2,1,January,2018,false
20180116,2018-01-16,16,Tuesday,3,1,January,2018,false
20180117,2018-01-17,17,Wednesday,4,1,January,2018,false
20180118,2018-01-18,18,Thursday,5,1,January,2018,false
20180119,2018-01-19,19,Friday,6,1,January,2018,false
20180120,2018-01-20,20,Saturday,7,1,January,2018,true
20180121,2018-01-21,21,Sunday,1,1,January,2018,true
20180122,2018-01-22,22,Monday,2,1,January,2018,false
20180123,2018-01-23,23,Tuesday,3,1,January,2018,false
20180124,2018-01-24,24,Wednesday,4,1,January,2018,false
20180125,2018-01-25,25,Thursday,5,1,January,2018,false
20180126,2018-01-26,26,Friday,6,1,January,2018,false
20180127,2018-01-27,27,Saturday,7,1,January,2018,true
20180128,2018-01-28,28,Sunday,1,1,January,2018,true
20180129,2018-01-29,29,Monday,2,1,January,2018,false
20180130,2018-01-30,30,Tuesday,3,1,January,2018,false
20180131,2018-01-31,31,Wednesday,4,1,January,2018,false
20180201,2018-02-01,1,Thursday,5,2,February,2018,false
20180202,2018-02-02,2,Friday,6,2,February,2018,false
20180203,2018-02-03,3,Saturday,7,2,February,2018,true
20180204,2018-02-04,4,Sunday,1,2,February,2018,true
20180205,2018-02-05,5,Monday,2,2,February,2018,false
20180206,2018-02-06,6,Tuesday,3,2,February,2018,false
20180207,2018-02-07,7,Wednesday,4,2,February,2018,false
20180208,2018-02-08,8,Thursday,5,2,February,2018,false
20180209,2018-02-09,9,Friday,6,2,February,2018,false
20180210,2018-02-10,10,Saturday,7,2,February,2018,true
20180211,2018-02-11,11,Sunday,1,2,February,2018,true
20180212,2018-02-12,12,Monday,2,2,February,2018,false
20180213,2018-02-13,13,Tuesday,3,2,February,2018,false
20180214,2018-02-14,14,Wednesday,4,2,February,2018,false
20180215,2018-02-15,15,Thursday,5,2,February,2018,false
20180216,2018-02-16,16,Friday,6,2,February,2018,false
20180217,2018-02-17,17,Saturday,7,2,February,2018,true
20180218,2018-02-18,18,Sunday,1,2,February,2018,true
20180219,2018-02-19,19,Monday,2,2,February,2018,false
20180220,2018-02-20,20,Tuesday,3,2,February,2018,false
20180221,2018-02-21,21,Wednesday,4,2,February,2018,false
20180222,2018-02-22,22,Thursday,5,2,February,2018,false
20180223,2018-02-23,23,Friday,6,2,February,2018,false
20180224,2018-02-24,24,Saturday,7,2,February,2018,true
20180225,2018-02-25,25,Sunday,1,2,February,2018,true
20180226,2018-02-26,26,Monday,2,2,February,2018,false
20180227,2018-02-27,27,Tuesday,3,2,February,2018,false
20180228,2018-02-28,28,Wednesday,4,2,February,2018,false
20180301,2018-03-01,1,Thursday,5,3,March,2018,false
20180302,2018-03-02,2,Friday,6,3,March,2018,false
20180303,2018-03-03,3,Saturday,7,3,March,2018,true
20180304,2018-03-04,4,Sunday,1,3,March,2018,true
20180305,2018-03-05,5,Monday,2,3,March,2018,false
20180306,2018-03-06,6,Tuesday,3,3,March,2018,false
20180307,2018-03-07,7,Wednesday,4,3,March,2018,false
20180308,2018-03-08,8,Thursday,5,3,March,2018,false
20180309,2018-03-09,9,Friday,6,3,March,2018,false
20180310,2018-03-10,10,Saturday,7,3,March,2018,true
20180311,2018-03-11,11,Sunday,1,3,March,2018,true
20180312,2018-03-12,12,Monday,2,3,March,2018,false
20180313,2018-03-13,13,Tuesday,3,3,March,2018,false
20180314,2018-03-14,14,Wednesday,4,3,March,2018,false
20180315,2018-03-15,15,Thursday,5,3,March,2018,false
20180316,2018-03-16,16,Friday,6,3,March,2018,false
20180317,2018-03-17,17,Saturday,7,3,March,2018,true
20180318,2018-03-18,18,Sunday,1,3,March,2018,true
20180319,2018-03-19,19,Monday,2,3,March,2018,false
20180320,2018-03-20,20,Tuesday,3,3,March,2018,false
20180321,2018-03-21,21,Wednesday,4,3,March,2018,false
20180322,2018-03-22,22,Thursday,5,3,March,2018,false
20180323,2018-03-23,23,Friday,6,3,March,2018,false
20180324,2018-03-24,24,Saturday,7,3,March,2018,true
20180325,2018-03-25,25,Sunday,1,3,March,2018,true
20180326,2018-03-26,26,Monday,2,3,March,2018,false
20180327,2018-03-27,27,Tuesday,3,3,March,2018,false
20180328,2018-03-28,28,Wednesday,4,3,March,2018,false
20180329,2018-03-29,29,Thursday,5,3,March,2018,false
20180330,2018-03-30,30,Friday,6,3,March,2018,false
20180331,2018-03-31,31,Saturday,7,3,March,2018,true
20180401,2018-04-01,1,Sunday,1,4,April,2018,true
20180402,2018-04-02,2,Monday,2,4,April,2018,false
20180403,2018-04-03,3,Tuesday,3,4,April,2018,false
20180404,2018-04-04,4,Wednesday,4,4,April,2018,false
20180405,2018-04-05,5,Thursday,5,4,April,2018,false
20180406,2018-04-06,6,Friday,6,4,April,2018,false
20180407,2018-04-07,7,Saturday,7,4,April,2018,true
20180408,2018-04-08,8,Sunday,1,4,April,2018,true
20180409,2018-04-09,9,Monday,2,4,April,2018,false
20180410,2018-04-10,10,Tuesday,3,4,April,2018,false
20180411,2018-04-11,11,Wednesday,4,4,April,2018,false
20180412,2018-04-12,12,Thursday,5,4,April,2018,false
20180413,2018-04-13,13,Friday,6,4,April,2018,false
20180414,2018-04-14,14,Saturday,7,4,April,2018,true
20180415,2018-04-15,15,Sunday,1,4,April,2018,true
20180416,2018-04-16,16,Monday,2,4,April,2018,false
20180417,2018-04-17,17,Tuesday,3,4,April,2018,false
20180418,2018-04-18,18,Wednesday,4,4,April,2018,false
20180419,2018-04-19,19,Thursday,5,4,April,2018,false
20180420,2018-04-20,20,Friday,6,4,April,2018,false
20180421,2018-04-21,21,Saturday,7,4,April,2018,true
20180422,2018-04-22,22,Sunday,1,4,April,2018,true
20180423,2018-04-23,23,Monday,2,4,April,2018,false
20180424,2018-04-24,24,Tuesday,3,4,April,2018,false
20180425,2018-04-25,25,Wednesday,4,4,April,2018,false
20180426,2018-04-26,26,Thursday,5,4,April,2018,false
20180427,2018-04-27,27,Friday,6,4,April,2018,false
20180428,2018-04-28,28,Saturday,7,4,April,2018,true
20180429,2018-04-29,29,Sunday,1,4,April,2018,true
20180430,2018-04-30,30,Monday,2,4,April,2018,false
20180501,2018-05-01,1,Tuesday,3,5,May,2018,false
20180502,2018-05-02,2,Wednesday,4,5,May,2018,false
20180503,2018-05-03,3,Thursday,5,5,May,2018,false
20180504,2018-05-04,4,Friday,6,5,May,2018,false
20180505,2018-05-05,5,Saturday,7,5,May,2018,true
20180506,2018-05-06,6,Sunday,1,5,May,2018,true
20180507,2018-05-07,7,Monday,2,5,May,2018,false
20180508,2018-05-08,8,Tuesday,3,5,May,2018,false
20180509,2018-05-09,9,Wednesday,4,5,May,2018,false
20180510,2018-05-10,10,Thursday,5,5,May,2018,false
20180511,2018-05-11,11,Friday,6,5,May,2018,false
20180512,2018-05-12,12,Saturday,7,5,May,2018,true
20180513,2018-05-13,13,Sunday,1,5,May,2018,true
20180514,2018-05-14,14,Monday,2,5,May,2018,false
20180515,2018-05-15,15,Tuesday,3,5,May,2018,false
20180516,2018-05-16,16,Wednesday,4,5,May,2018,false
20180517,2018-05-17,17,Thursday,5,5,May,2018,false
20180518,2018-05-18,18,Friday,6,5,May,2018,false
20180519,2018-05-19,19,Saturday,7,5,May,2018,true
20180520,2018-05-20,20,Sunday,1,5,May,2018,true
20180521,2018-05-21,21,Monday,2,5,May,2018,false
20180522,2018-05-22,22,Tuesday,3,5,May,2018,false
20180523,2018-05-23,23,Wednesday,4,5,May,2018,false
20180524,2018-05-24,24,Thursday,5,5,May,2018,false
20180525,2018-05-25,25,Friday,6,5,May,2018,false
20180526,2018-05-26,26,Saturday,7,5,May,2018,true
20180527,2018-05-27,27,Sunday,1,5,May,2018,true
20180528,2018-05-28,28,Monday,2,5,May,2018,false
20180529,2018-05-29,29,Tuesday,3,5,May,2018,false
20180530,2018-05-30,30,Wednesday,4,5,May,2018,false
20180531,2018-05-31,31,Thursday,5,5,May,2018,false
20180601,2018-06-01,1,Friday,6,6,June,2018,false
20180602,2018-06-02,2,Saturday,7,6,June,2018,true
20180603,2018-06-03,3,Sunday,1,6,June,2018,true
20180604,2018-06-04,4,Monday,2,6,June,2018,false
20180605,2018-06-05,5,Tuesday,3,6,June,2018,false
20180606,2018-06-06,6,Wednesday,4,6,June,2018,false
20180607,2018-06-07,7,Thursday,5,6,June,2018,false
20180608,2018-06-08,8,Friday,6,6,June,2018,false
20180609,2018-06-09,9,Saturday,7,6,June,2018,true
20180610,2018-06-10,10,Sunday,1,6,June,2018,true
20180611,2018-06-11,11,Monday,2,6,June,2018,false
20180612,2018-06-12,12,Tuesday,3,6,June,2018,false
20180613,2018-06-13,13,Wednesday,4,6,June,2018,false
20180614,2018-06-14,14,Thursday,5,6,June,2018,false
20180615,2018-06-15,15,Friday,6,6,June,2018,false
20180616,2018-06-16,16,Saturday,7,6,June,2018,true
20180617,2018-06-17,17,Sunday,1,6,June,2018,true
20180618,2018-06-18,18,Monday,2,6,June,2018,false
20180619,2018-06-19,19,Tuesday,3,6,June,2018,false
20180620,2018-06-20,20,Wednesday,4,6,June,2018,false
20180621,2018-06-21,21,Thursday,5,6,June,2018,false
20180622,2018-06-22,22,Friday,6,6,June,2018,false
20180623,2018-06-23,23,Saturday,7,6,June,2018,true
20180624,2018-06-24,24,Sunday,1,6,June,2018,true
20180625,2018-06-25,25,Monday,2,6,June,2018,false
20180626,2018-06-26,26,Tuesday,3,6,June,2018,false
20180627,2018-06-27,27,Wednesday,4,6,June,2018,false
20180628,2018-06-28,28,Thursday,5,6,June,2018,false
20180629,2018-06-29,29,Friday,6,6,June,2018,false
20180630,2018-06-30,30,Saturday,7,6,June,2018,true
20180701,2018-07-01,1,Sunday,1,7,July,2018,true
20180702,2018-07-02,2,Monday,2,7,July,2018,false
20180703,2018-07-03,3,Tuesday,3,7,July,2018,false
20180704,2018-07-04,4,Wednesday,4,7,July,2018,false
