SK_Date,Date,Day,DayName,DayOfWeek,Month,MonthName,Year,IsWeekend
20180705,2018-07-05,5,Thursday,5,7,July,2018,false
20180706,2018-07-06,6,Friday,6,7,July,2018,false
20180707,2018-07-07,7,Saturday,7,7,July,2018,true
20180708,2018-07-08,8,Sunday,1,7,July,2018,true
20180709,2018-07-09,9,Monday,2,7,July,2018,false
20180710,2018-07-10,10,Tuesday,3,7,July,2018,false
20180711,2018-07-11,11,Wednesday,4,7,July,2018,false
20180712,2018-07-12,12,Thursday,5,7,July,2018,false
20180713,2018-07-13,13,Friday,6,7,July,2018,false
20180714,2018-07-14,14,Saturday,7,7,July,2018,true
20180715,2018-07-15,15,Sunday,1,7,July,2018,true
20180716,2018-07-16,16,Monday,2,7,July,2018,false
20180717,2018-07-17,17,Tuesday,3,7,July,2018,false
20180718,2018-07-18,18,Wednesday,4,7,July,2018,false
20180719,2018-07-19,19,Thursday,5,7,July,2018,false
20180720,2018-07-20,20,Friday,6,7,July,2018,false
20180721,2018-07-21,21,Saturday,7,7,July,2018,true
20180722,2018-07-22,22,Sunday,1,7,July,2018,true
20180723,2018-07-23,23,Monday,2,7,July,2018,false
20180724,2018-07-24,24,Tuesday,3,7,July,2018,false
20180725,2018-07-25,25,Wednesday,4,7,July,2018,false
20180726,2018-07-26,26,Thursday,5,7,July,2018,false
20180727,2018-07-27,27,Friday,6,7,July,2018,false
20180728,2018-07-28,28,Saturday,7,7,July,2018,true
20180729,2018-07-29,29,Sunday,1,7,July,2018,true
20180730,2018-07-30,30,Monday,2,7,July,2018,false
20180731,2018-07-31,31,Tuesday,3,7,July,2018,false
20180801,2018-08-01,1,Wednesday,4,8,August,2018,false
20180802,2018-08-02,2,Thursday,5,8,August,2018,false
20180803,2018-08-03,3,Friday,6,8,August,2018,false
20180804,2018-08-04,4,Saturday,7,8,August,2018,true
20180805,2018-08-05,5,Sunday,1,8,August,2018,true
20180806,2018-08-06,6,Monday,2,8,August,2018,false
20180807,2018-08-07,7,Tuesday,3,8,August,2018,false
20180808,2018-08-08,8,Wednesday,4,8,August,2018,false
20180809,2018-08-09,9,Thursday,5,8,August,2018,false
20180810,2018-08-10,10,Friday,6,8,August,2018,false
20180811,2018-08-11,11,Saturday,7,8,August,2018,true
20180812,2018-08-12,12,Sunday,1,8,August,2018,true
20180813,2018-08-13,13,Monday,2,8,August,2018,false
20180814,2018-08-14,14,Tuesday,3,8,August,2018,false
20180815,2018-08-15,15,Wednesday,4,8,August,2018,false
20180816,2018-08-16,16,Thursday,5,8,August,2018,false
20180817,2018-08-17,17,Friday,6,8,August,2018,false
20180818,2018-08-18,18,Saturday,7,8,August,2018,true
20180819,2018-08-19,19,Sunday,1,8,August,2018,true
20180820,2018-08-20,20,Monday,2,8,August,2018,false
20180821,2018-08-21,21,Tuesday,3,8,August,2018,false
20180822,2018-08-22,22,Wednesday,4,8,August,2018,false
20180823,2018-08-23,23,Thursday,5,8,August,2018,false
20180824,2018-08-24,24,Friday,6,8,August,2018,false
20180825,2018-08-25,25,Saturday,7,8,August,2018,true
20180826,2018-08-26,26,Sunday,1,8,August,2018,true
20180827,2018-08-27,27,Monday,2,8,August,2018,false
20180828,2018-08-28,28,Tuesday,3,8,August,2018,false
20180829,2018-08-29,29,Wednesday,4,8,August,2018,false
20180830,2018-08-30,30,Thursday,5,8,August,2018,false
20180831,2018-08-31,31,Friday,6,8,August,2018,false
20180901,2018-09-01,1,Saturday,7,9,September,2018,true
20180902,2018-09-02,2,Sunday,1,9,September,2018,true
20180903,2018-09-03,3,Monday,2,9,September,2018,false
20180904,2018-09-04,4,Tuesday,3,9,September,2018,false
20180905,2018-09-05,5,Wednesday,4,9,September,2018,false
20180906,2018-09-06,6,Thursday,5,9,September,2018,false
20180907,2018-09-07,7,Friday,6,9,September,2018,false
20180908,2018-09-08,8,Saturday,7,9,September,2018,true
20180909,2018-09-09,9,Sunday,1,9,September,2018,true
20180910,2018-09-10,10,Monday,2,9,September,2018,false
20180911,2018-09-11,11,Tuesday,3,9,September,2018,false
20180912,2018-09-12,12,Wednesday,4,9,September,2018,false
20180913,2018-09-13,13,Thursday,5,9,September,2018,false
20180914,2018-09-14,14,Friday,6,9,September,2018,false
20180915,2018-09-15,15,Saturday,7,9,September,2018,true
20180916,2018-09-16,16,Sunday,1,9,September,2018,true
20180917,2018-09-17,17,Monday,2,9,September,2018,false
20180918,2018-09-18,18,Tuesday,3,9,September,2018,false
20180919,2018-09-19,19,Wednesday,4,9,September,2018,false
20180920,2018-09-20,20,Thursday,5,9,September,2018,false
20180921,2018-09-21,21,Friday,6,9,September,2018,false
20180922,2018-09-22,22,Saturday,7,9,September,2018,true
20180923,2018-09-23,23,Sunday,1,9,September,2018,true
20180924,2018-09-24,24,Monday,2,9,September,2018,false
20180925,2018-09-25,25,Tuesday,3,9,September,2018,false
20180926,2018-09-26,26,Wednesday,4,9,September,2018,false
20180927,2018-09-27,27,Thursday,5,9,September,2018,false
20180928,2018-09-28,28,Friday,6,9,September,2018,false
20180929,2018-09-29,29,Saturday,7,9,September,2018,true
20180930,2018-09-30,30,Sunday,1,9,September,2018,true
20181001,2018-10-01,1,Monday,2,10,October,2018,false
20181002,2018-10-02,2,Tuesday,3,10,October,2018,false
20181003,2018-10-03,3,Wednesday,4,10,October,2018,false
20181004,2018-10-04,4,Thursday,5,10,October,2018,false
20181005,2018-10-05,5,Friday,6,10,October,2018,false
20181006,2018-10-06,6,Saturday,7,10,October,2018,true
20181007,2018-10-07,7,Sunday,1,10,October,2018,true
20181008,2018-10-08,8,Monday,2,10,October,2018,false
20181009,2018-10-09,9,Tuesday,3,10,October,2018,false
20181010,2018-10-10,10,Wednesday,4,10,October,2018,false
20181011,2018-10-11,11,Thursday,5,10,October,2018,false
20181012,2018-10-12,12,Friday,6,10,October,2018,false
20181013,2018-10-13,13,Saturday,7,10,October,2018,true
20181014,2018-10-14,14,Sunday,1,10,October,2018,true
20181015,2018-10-15,15,Monday,2,10,October,2018,false
20181016,2018-10-16,16,Tuesday,3,10,October,2018,false
20181017,2018-10-17,17,Wednesday,4,10,October,2018,false
20181018,2018-10-18,18,Thursday,5,10,October,2018,false
20181019,2018-10-19,19,Friday,6,10,October,2018,false
20181020,2018-10-20,20,Saturday,7,10,October,2018,true
20181021,2018-10-21,21,Sunday,1,10,October,2018,true
20181022,2018-10-22,22,Monday,2,10,October,2018,false
20181023,2018-10-23,23,Tuesday,3,10,October,2018,false
20181024,2018-10-24,24,Wednesday,4,10,October,2018,false
20181025,2018-10-25,25,Thursday,5,10,October,2018,false
20181026,2018-10-26,26,Friday,6,10,October,2018,false
20181027,2018-10-27,27,Saturday,7,10,October,2018,true
20181028,2018-10-28,28,Sunday,1,10,October,2018,true
20181029,2018-10-29,29,Monday,2,10,October,2018,false
20181030,2018-10-30,30,Tuesday,3,10,October,2018,false
20181031,2018-10-31,31,Wednesday,4,10,October,2018,false
20181101,2018-11-01,1,Thursday,5,11,November,2018,false
20181102,2018-11-02,2,Friday,6,11,November,2018,false
20181103,2018-11-03,3,Saturday,7,11,November,2018,true
20181104,2018-11-04,4,Sunday,1,11,November,2018,true
20181105,2018-11-05,5,Monday,2,11,November,2018,false
20181106,2018-11-06,6,Tuesday,3,11,November,2018,false
20181107,2018-11-07,7,Wednesday,4,11,November,2018,false
20181108,2018-11-08,8,Thursday,5,11,November,2018,false
20181109,2018-11-09,9,Friday,6,11,November,2018,false
20181110,2018-11-10,10,Saturday,7,11,November,2018,true
20181111,2018-11-11,11,Sunday,1,11,November,2018,true
20181112,2018-11-12,12,Monday,2,11,November,2018,false
20181113,2018-11-13,13,Tuesday,3,11,November,2018,false
20181114,2018-11-14,14,Wednesday,4,11,November,2018,false
20181115,2018-11-15,15,Thursday,5,11,November,2018,false
20181116,2018-11-16,16,Friday,6,11,November,2018,false
20181117,2018-11-17,17,Saturday,7,11,November,2018,true
20181118,2018-11-18,18,Sunday,1,11,November,2018,true
20181119,2018-11-19,19,Monday,2,11,November,2018,false
20181120,2018-11-20,20,Tuesday,3,11,November,2018,false
20181121,2018-11-21,21,Wednesday,4,11,November,2018,false
20181122,2018-11-22,22,Thursday,5,11,November,2018,false
20181123,2018-11-23,23,Friday,6,11,November,2018,false
20181124,2018-11-24,24,Saturday,7,11,November,2018,true
20181125,2018-11-25,25,Sunday,1,11,November,2018,true
20181126,2018-11-26,26,Monday,2,11,November,2018,false
20181127,2018-11-27,27,Tuesday,3,11,November,2018,false
20181128,2018-11-28,28,Wednesday,4,11,November,2018,false
20181129,2018-11-29,29,Thursday,5,11,November,2018,false
20181130,2018-11-30,30,Friday,6,11,November,2018,false
20181201,2018-12-01,1,Saturday,7,12,December,2018,true
20181202,2018-12-02,2,Sunday,1,12,December,2018,true
20181203,2018-12-03,3,Monday,2,12,December,2018,false
20181204,2018-12-04,4,Tuesday,3,12,December,2018,false
20181205,2018-12-05,5,Wednesday,4,12,December,2018,false
20181206,2018-12-06,6,Thursday,5,12,December,2018,false
20181207,2018-12-07,7,Friday,6,12,December,2018,false
20181208,2018-12-08,8,Saturday,7,12,December,2018,true
20181209,2018-12-09,9,Sunday,1,12,December,2018,true
20181210,2018-12-10,10,Monday,2,12,December,2018,false
20181211,2018-12-11,11,Tuesday,3,12,December,2018,false
20181212,2018-12-12,12,Wednesday,4,12,December,2018,false
20181213,2018-12-13,13,Thursday,5,12,December,2018,false
20181214,2018-12-14,14,Friday,6,12,December,2018,false
20181215,2018-12-15,15,Saturday,7,12,December,2018,true
20181216,2018-12-16,16,Sunday,1,12,December,2018,true
20181217,2018-12-17,17,Monday,2,12,December,2018,false
20181218,2018-12-18,18,Tuesday,3,12,December,2018,false
20181219,2018-12-19,19,Wednesday,4,12,December,2018,false
20181220,2018-12-20,20,Thursday,5,12,December,2018,false
20181221,2018-12-21,21,Friday,6,12,December,2018,false
20181222,2018-12-22,22,Saturday,7,12,December,2018,true
20181223,2018-12-23,23,Sunday,1,12,December,2018,true
20181224,2018-12-24,24,Monday,2,12,December,2018,false
20181225,2018-12-25,25,Tuesday,3,12,December,2018,false
20181226,2018-12-26,26,Wednesday,4,12,December,2018,false
20181227,2018-12-27,27,Thursday,5,12,December,2018,false
20181228,2018-12-28,28,Friday,6,12,December,2018,false
20181229,2018-12-29,29,Saturday,7,12,December,2018,true
20181230,2018-12-30,30,Sunday,1,12,December,2018,true
20181231,2018-12-31,31,Monday,2,12,December,2018,false
20190101,2019-01-01,1,Tuesday,3,1,January,2019,false
20190102,2019-01-02,2,Wednesday,4,1,January,2019,false
20190103,2019-01-03,3,Thursday,5,1,January,2019,false
20190104,2019-01-04,4,Friday,6,1,January,2019,false
20190105,2019-01-05,5,Saturday,7,1,January,2019,true
20190106,2019-01-06,6,Sunday,1,1,January,2019,true
20190107,2019-01-07,7,Monday,2,1,January,2019,false
20190108,2019-01-08,8,Tuesday,3,1,January,2019,false
20190109,2019-01-09,9,Wednesday,4,1,January,2019,false
20190110,2019-01-10,10,Thursday,5,1,January,2019,false
20190111,2019-01-11,11,Friday,6,1,January,2019,false
20190112,2019-01-12,12,Saturday,7,1,January,2019,true
20190113,2019-01-13,13,Sunday,1,1,January,2019,true
20190114,2019-01-14,14,Monday,2,1,January,2019,false
20190115,2019-01-15,15,Tuesday,3,1,January,2019,false
20190116,2019-01-16,16,Wednesday,4,1,January,2019,false
20190117,2019-01-17,17,Thursday,5,1,January,2019,false
20190118,2019-01-18,18,Friday,6,1,January,2019,false
20190119,2019-01-19,19,Saturday,7,1,January,2019,true
20190120,2019-01-20,20,Sunday,1,1,January,2019,true
20190121,2019-01-21,21,Monday,2,1,January,2019,false
20190122,2019-01-22,22,Tuesday,3,1,January,2019,false
20190123,2019-01-23,23,Wednesday,4,1,January,2019,false
20190124,2019-01-24,24,Thursday,5,1,January,2019,false
20190125,2019-01-25,25,Friday,6,1,January,2019,false
20190126,2019-01-26,26,Saturday,7,1,January,2019,true
20190127,2019-01-27,27,Sunday,1,1,January,2019,true
20190128,2019-01-28,28,Monday,2,1,January,2019,false
20190129,2019-01-29,29,Tuesday,3,1,January,2019,false
20190130,2019-01-30,30,Wednesday,4,1,January,2019,false
20190131,2019-01-31,31,Thursday,5,1,January,2019,false
20190201,2019-02-01,1,Friday,6,2,February,2019,false
20190202,2019-02-02,2,Saturday,7,2,February,2019,true
20190203,2019-02-03,3,Sunday,1,2,February,2019,true
20190204,2019-02-04,4,Monday,2,2,February,2019,false
20190205,2019-02-05,5,Tuesday,3,2,February,2019,false
20190206,2019-02-06,6,Wednesday,4,2,February,2019,false
20190207,2019-02-07,7,Thursday,5,2,February,2019,false
20190208,2019-02-08,8,Friday,6,2,February,2019,false
20190209,2019-02-09,9,Saturday,7,2,February,2019,true
20190210,2019-02-10,10,Sunday,1,2,February,2019,true
20190211,2019-02-11,11,Monday,2,2,February,2019,false
20190212,2019-02-12,12,Tuesday,3,2,February,2019,false
20190213,2019-02-13,13,Wednesday,4,2,February,2019,false
20190214,2019-02-14,14,Thursday,5,2,February,2019,false
20190215,2019-02-15,15,Friday,6,2,February,2019,false
20190216,2019-02-16,16,Saturday,7,2,February,2019,true
20190217,2019-02-17,17,Sunday,1,2,February,2019,true
20190218,2019-02-18,18,Monday,2,2,February,2019,false
20190219,2019-02-19,19,Tuesday,3,2,February,2019,false
20190220,2019-02-20,20,Wednesday,4,2,February,2019,false
20190221,2019-02-21,21,Thursday,5,2,February,2019,false
20190222,2019-02-22,22,Friday,6,2,February,2019,false
20190223,2019-02-23,23,Saturday,7,2,February,2019,true
20190224,2019-02-24,24,Sunday,1,2,February,2019,true
20190225,2019-02-25,25,Monday,2,2,February,2019,false
20190226,2019-02-26,26,Tuesday,3,2,February,2019,false
20190227,2019-02-27,27,Wednesday,4,2,February,2019,false
20190228,2019-02-28,28,Thursday,5,2,February,2019,false
20190301,2019-03-01,1,Friday,6,3,March,2019,false
20190302,2019-03-02,2,Saturday,7,3,March,2019,true
20190303,2019-03-03,3,Sunday,1,3,March,2019,true
20190304,2019-03-04,4,Monday,2,3,March,2019,false
20190305,2019-03-05,5,Tuesday,3,3,March,2019,false
20190306,2019-03-06,6,Wednesday,4,3,March,2019,false
20190307,2019-03-07,7,Thursday,5,3,March,2019,false
20190308,2019-03-08,8,Friday,6,3,March,2019,false
20190309,2019-03-09,9,Saturday,7,3,March,2019,true
20190310,2019-03-10,10,Sunday,1,3,March,2019,true
20190311,2019-03-11,11,Monday,2,3,March,2019,false
20190312,2019-03-12,12,Tuesday,3,3,March,2019,false
20190313,2019-03-13,13,Wednesday,4,3,March,2019,false
20190314,2019-03-14,14,Thursday,5,3,March,2019,false
20190315,2019-03-15,15,Friday,6,3,March,2019,false
20190316,2019-03-16,16,Saturday,7,3,March,2019,true
20190317,2019-03-17,17,Sunday,1,3,March,2019,true
20190318,2019-03-18,18,Monday,2,3,March,2019,false
20190319,2019-03-19,19,Tuesday,3,3,March,2019,false
20190320,2019-03-20,20,Wednesday,4,3,March,2019,false
20190321,2019-03-21,21,Thursday,5,3,March,2019,false
20190322,2019-03-22,22,Friday,6,3,March,2019,false
20190323,2019-03-23,23,Saturday,7,3,March,2019,true
20190324,2019-03-24,24,Sunday,1,3,March,2019,true
20190325,2019-03-25,25,Monday,2,3,March,2019,false
20190326,2019-03-26,26,Tuesday,3,3,March,2019,false
20190327,2019-03-27,27,Wednesday,4,3,March,2019,false
20190328,2019-03-28,28,Thursday,5,3,March,2019,false
20190329,2019-03-29,29,Friday,6,3,March,2019,false
20190330,2019-03-30,30,Saturday,7,3,March,2019,true
20190331,2019-03-31,31,Sunday,1,3,March,2019,true
20190401,2019-04-01,1,Monday,2,4,April,2019,false
20190402,2019-04-02,2,Tuesday,3,4,April,2019,false
20190403,2019-04-03,3,Wednesday,4,4,April,2019,false
20190404,2019-04-04,4,Thursday,5,4,April,2019,false
20190405,2019-04-05,5,Friday,6,4,April,2019,false
20190406,2019-04-06,6,Saturday,7,4,April,2019,true
20190407,2019-04-07,7,Sunday,1,4,April,2019,true
20190408,2019-04-08,8,Monday,2,4,April,2019,false
20190409,2019-04-09,9,Tuesday,3,4,April,2019,false
20190410,2019-04-10,10,Wednesday,4,4,April,2019,false
20190411,2019-04-11,11,Thursday,5,4,April,2019,false
20190412,2019-04-12,12,Friday,6,4,April,2019,false
20190413,2019-04-13,13,Saturday,7,4,April,2019,true
20190414,2019-04-14,14,Sunday,1,4,April,2019,true
20190415,2019-04-15,15,Monday,2,4,April,2019,false
20190416,2019-04-16,16,Tuesday,3,4,April,2019,false
20190417,2019-04-17,17,Wednesday,4,4,April,2019,false
20190418,2019-04-18,18,Thursday,5,4,April,2019,false
20190419,2019-04-19,19,Friday,6,4,April,2019,false
20190420,2019-04-20,20,Saturday,7,4,April,2019,true
20190421,2019-04-21,21,Sunday,1,4,April,2019,true
20190422,2019-04-22,22,Monday,2,4,April,2019,false
20190423,2019-04-23,23,Tuesday,3,4,April,2019,false
20190424,2019-04-24,24,Wednesday,4,4,April,2019,false
20190425,2019-04-25,25,Thursday,5,4,April,2019,false
20190426,2019-04-26,26,Friday,6,4,April,2019,false
20190427,2019-04-27,27,Saturday,7,4,April,2019,true
20190428,2019-04-28,28,Sunday,1,4,April,2019,true
20190429,2019-04-29,29,Monday,2,4,April,2019,false
20190430,2019-04-30,30,Tuesday,3,4,April,2019,false
20190501,2019-05-01,1,Wednesday,4,5,May,2019,false
20190502,2019-05-02,2,Thursday,5,5,May,2019,false
20190503,2019-05-03,3,Friday,6,5,May,2019,false
20190504,2019-05-04,4,Saturday,7,5,May,2019,true
20190505,2019-05-05,5,Sunday,1,5,May,2019,true
20190506,2019-05-06,6,Monday,2,5,May,2019,false
20190507,2019-05-07,7,Tuesday,3,5,May,2019,false
20190508,2019-05-08,8,Wednesday,4,5,May,2019,false
20190509,2019-05-09,9,Thursday,5,5,May,2019,false
20190510,2019-05-10,10,Friday,6,5,May,2019,false
20190511,2019-05-11,11,Saturday,7,5,May,2019,true
20190512,2019-05-12,12,Sunday,1,5,May,2019,true
20190513,2019-05-13,13,Monday,2,5,May,2019,false
20190514,2019-05-14,14,Tuesday,3,5,May,2019,false
20190515,2019-05-15,15,Wednesday,4,5,May,2019,false
20190516,2019-05-16,16,Thursday,5,5,May,2019,false
20190517,2019-05-17,17,Friday,6,5,May,2019,false
20190518,2019-05-18,18,Saturday,7,5,May,2019,true
20190519,2019-05-19,19,Sunday,1,5,May,2019,true
20190520,2019-05-20,20,Monday,2,5,May,2019,false
20190521,2019-05-21,21,Tuesday,3,5,May,2019,false
20190522,2019-05-22,22,Wednesday,4,5,May,2019,false
20190523,2019-05-23,23,Thursday,5,5,May,2019,false
20190524,2019-05-24,24,Friday,6,5,May,2019,false
20190525,2019-05-25,25,Saturday,7,5,May,2019,true
20190526,2019-05-26,26,Sunday,1,5,May,2019,true
20190527,2019-05-27,27,Monday,2,5,May,2019,false
20190528,2019-05-28,28,Tuesday,3,5,May,2019,false
20190529,2019-05-29,29,Wednesday,4,5,May,2019,false
20190530,2019-05-30,30,Thursday,5,5,May,2019,false
20190531,2019-05-31,31,Friday,6,5,May,2019,false
20190601,2019-06-01,1,Saturday,7,6,June,2019,true
20190602,2019-06-02,2,Sunday,1,6,June,2019,true
20190603,2019-06-03,3,Monday,2,6,June,2019,false
20190604,2019-06-04,4,Tuesday,3,6,June,2019,false
20190605,2019-06-05,5,Wednesday,4,6,June,2019,false
20190606,2019-06-06,6,Thursday,5,6,June,2019,false
20190607,2019-06-07,7,Friday,6,6,June,2019,false
20190608,2019-06-08,8,Saturday,7,6,June,2019,true
20190609,2019-06-09,9,Sunday,1,6,June,2019,true
20190610,2019-06-10,10,Monday,2,6,June,2019,false
20190611,2019-06-11,11,Tuesday,3,6,June,2019,false
20190612,2019-06-12,12,Wednesday,4,6,June,2019,false
20190613,2019-06-13,13,Thursday,5,6,June,2019,false
20190614,2019-06-14,14,Friday,6,6,June,2019,false
20190615,2019-06-15,15,Saturday,7,6,June,2019,true
20190616,2019-06-16,16,Sunday,1,6,June,2019,true
20190617,2019-06-17,17,Monday,2,6,June,2019,false
20190618,2019-06-18,18,Tuesday,3,6,June,2019,false
20190619,2019-06-19,19,Wednesday,4,6,June,2019,false
20190620,2019-06-20,20,Thursday,5,6,June,2019,false
20190621,2019-06-21,21,Friday,6,6,June,2019,false
20190622,2019-06-22,22,Saturday,7,6,June,2019,true
20190623,2019-06-23,23,Sunday,1,6,June,2019,true
20190624,2019-06-24,24,Monday,2,6,June,2019,false
20190625,2019-06-25,25,Tuesday,3,6,June,2019,false
20190626,2019-06-26,26,Wednesday,4,6,June,2019,false
20190627,2019-06-27,27,Thursday,5,6,June,2019,false
20190628,2019-06-28,28,Friday,6,6,June,2019,false
20190629,2019-06-29,29,Saturday,7,6,June,2019,true
20190630,2019-06-30,30,Sunday,1,6,June,2019,true
20190701,2019-07-01,1,Monday,2,7,July,2019,false
20190702,2019-07-02,2,Tuesday,3,7,July,2019,false
20190703,2019-07-03,3,Wednesday,4,7,July,2019,false
20190704,2019-07-04,4,Thursday,5,7,July,2019,false
20190705,2019-07-05,5,Friday,6,7,July,2019,false
20190706,2019-07-06,6,Saturday,7,7,July,2019,true
20190707,2019-07-07,7,Sunday,1,7,July,2019,true
20190708,2019-07-08,8,Monday,2,7,July,2019,false
20190709,2019-07-09,9,Tuesday,3,7,July,2019,false
20190710,2019-07-10,10,Wednesday,4,7,July,2019,false
20190711,2019-07-11,11,Thursday,5,7,July,2019,false
20190712,2019-07-12,12,Friday,6,7,July,2019,false
20190713,2019-07-13,13,Saturday,7,7,July,2019,true
20190714,2019-07-14,14,Sunday,1,7,July,2019,true
20190715,2019-07-15,15,Monday,2,7,July,2019,false
20190716,2019-07-16,16,Tuesday,3,7,July,2019,false
20190717,2019-07-17,17,Wednesday,4,7,July,2019,false
20190718,2019-07-18,18,Thursday,5,7,July,2019,false
20190719,2019-07-19,19,Friday,6,7,July,2019,false
20190720,2019-07-20,20,Saturday,7,7,July,2019,true
20190721,2019-07-21,21,Sunday,1,7,July,2019,true
20190722,2019-07-22,22,Monday,2,7,July,2019,false
20190723,2019-07-23,23,Tuesday,3,7,July,2019,false
20190724,2019-07-24,24,Wednesday,4,7,July,2019,false
20190725,2019-07-25,25,Thursday,5,7,July,2019,false
20190726,2019-07-26,26,Friday,6,7,July,2019,false
20190727,2019-07-27,27,Saturday,7,7,July,2019,true
20190728,2019-07-28,28,Sunday,1,7,July,2019,true
20190729,2019-07-29,29,Monday,2,7,July,2019,false
20190730,2019-07-30,30,Tuesday,3,7,July,2019,false
20190731,2019-07-31,31,Wednesday,4,7,July,2019,false
20190801,2019-08-01,1,Thursday,5,8,August,2019,false
20190802,2019-08-02,2,Friday,6,8,August,2019,false
20190803,2019-08-03,3,Saturday,7,8,August,2019,true
20190804,2019-08-04,4,Sunday,1,8,August,2019,true
20190805,2019-08-05,5,Monday,2,8,August,2019,false
20190806,2019-08-06,6,Tuesday,3,8,August,2019,false
20190807,2019-08-07,7,Wednesday,4,8,August,2019,false
20190808,2019-08-08,8,Thursday,5,8,August,2019,false
20190809,2019-08-09,9,Friday,6,8,August,2019,false
20190810,2019-08-10,10,Saturday,7,8,August,2019,true
20190811,2019-08-11,11,Sunday,1,8,August,2019,true
20190812,2019-08-12,12,Monday,2,8,August,2019,false
20190813,2019-08-13,13,Tuesday,3,8,August,2019,false
20190814,2019-08-14,14,Wednesday,4,8,August,2019,false
20190815,2019-08-15,15,Thursday,5,8,August,2019,false
20190816,2019-08-16,16,Friday,6,8,August,2019,false
20190817,2019-08-17,17,Saturday,7,8,August,2019,true
20190818,2019-08-18,18,Sunday,1,8,August,2019,true
20190819,2019-08-19,19,Monday,2,8,August,2019,false
20190820,2019-08-20,20,Tuesday,3,8,August,2019,false
20190821,2019-08-21,21,Wednesday,4,8,August,2019,false
20190822,2019-08-22,22,Thursday,5,8,August,2019,false
20190823,2019-08-23,23,Friday,6,8,August,2019,false
20190824,2019-08-24,24,Saturday,7,8,August,2019,true
20190825,2019-08-25,25,Sunday,1,8,August,2019,true
20190826,2019-08-26,26,Monday,2,8,August,2019,false
20190827,2019-08-27,27,Tuesday,3,8,August,2019,false
20190828,2019-08-28,28,Wednesday,4,8,August,2019,false
20190829,2019-08-29,29,Thursday,5,8,August,2019,false
20190830,2019-08-30,30,Friday,6,8,August,2019,false
20190831,2019-08-31,31,Saturday,7,8,August,2019,true
20190901,2019-09-01,1,Sunday,1,9,September,2019,true
20190902,2019-09-02,2,Monday,2,9,September,2019,false
20190903,2019-09-03,3,Tuesday,3,9,September,2019,false
20190904,2019-09-04,4,Wednesday,4,9,September,2019,false
20190905,2019-09-05,5,Thursday,5,9,September,2019,false
20190906,2019-09-06,6,Friday,6,9,September,2019,false
20190907,2019-09-07,7,Saturday,7,9,September,2019,true
20190908,2019-09-08,8,Sunday,1,9,September,2019,true
20190909,2019-09-09,9,Monday,2,9,September,2019,false
20190910,2019-09-10,10,Tuesday,3,9,September,2019,false
20190911,2019-09-11,11,Wednesday,4,9,September,2019,false
20190912,2019-09-12,12,Thursday,5,9,September,2019,false
20190913,2019-09-13,13,Friday,6,9,September,2019,false
20190914,2019-09-14,14,Saturday,7,9,September,2019,true
20190915,2019-09-15,15,Sunday,1,9,September,2019,true
20190916,2019-09-16,16,Monday,2,9,September,2019,false
20190917,2019-09-17,17,Tuesday,3,9,September,2019,false
20190918,2019-09-18,18,Wednesday,4,9,September,2019,false
20190919,2019-09-19,19,Thursday,5,9,September,2019,false
20190920,2019-09-20,20,Friday,6,9,September,2019,false
20190921,2019-09-21,21,Saturday,7,9,September,2019,true
20190922,2019-09-22,22,Sunday,1,9,September,2019,true
20190923,2019-09-23,23,Monday,2,9,September,2019,false
20190924,2019-09-24,24,Tuesday,3,9,September,2019,false
20190925,2019-09-25,25,Wednesday,4,9,September,2019,false
20190926,2019-09-26,26,Thursday,5,9,September,2019,false
20190927,2019-09-27,27,Friday,6,9,September,2019,false
20190928,2019-09-28,28,Saturday,7,9,September,2019,true
20190929,2019-09-29,29,Sunday,1,9,September,2019,true
20190930,2019-09-30,30,Monday,2,9,September,2019,false
20191001,2019-10-01,1,Tuesday,3,10,October,2019,false
20191002,2019-10-02,2,Wednesday,4,10,October,2019,false
20191003,2019-10-03,3,Thursday,5,10,October,2019,false
20191004,2019-10-04,4,Friday,6,10,October,2019,false
