SK_Date,Date,Day,DayName,DayOfWeek,Month,MonthName,Year,IsWeekend
20191005,2019-10-05,5,Saturday,7,10,October,2019,true
20191006,2019-10-06,6,Sunday,1,10,October,2019,true
20191007,2019-10-07,7,Monday,2,10,October,2019,false
20191008,2019-10-08,8,Tuesday,3,10,October,2019,false
20191009,2019-10-09,9,Wednesday,4,10,October,2019,false
20191010,2019-10-10,10,Thursday,5,10,October,2019,false
20191011,2019-10-11,11,Friday,6,10,October,2019,false
20191012,2019-10-12,12,Saturday,7,10,October,2019,true
20191013,2019-10-13,13,Sunday,1,10,October,2019,true
20191014,2019-10-14,14,Monday,2,10,October,2019,false
20191015,2019-10-15,15,Tuesday,3,10,October,2019,false
20191016,2019-10-16,16,Wednesday,4,10,October,2019,false
20191017,2019-10-17,17,Thursday,5,10,October,2019,false
20191018,2019-10-18,18,Friday,6,10,October,2019,false
20191019,2019-10-19,19,Saturday,7,10,October,2019,true
20191020,2019-10-20,20,Sunday,1,10,October,2019,true
20191021,2019-10-21,21,Monday,2,10,October,2019,false
20191022,2019-10-22,22,Tuesday,3,10,October,2019,false
20191023,2019-10-23,23,Wednesday,4,10,October,2019,false
20191024,2019-10-24,24,Thursday,5,10,October,2019,false
20191025,2019-10-25,25,Friday,6,10,October,2019,false
20191026,2019-10-26,26,Saturday,7,10,October,2019,true
20191027,2019-10-27,27,Sunday,1,10,October,2019,true
20191028,2019-10-28,28,Monday,2,10,October,2019,false
20191029,2019-10-29,29,Tuesday,3,10,October,2019,false
20191030,2019-10-30,30,Wednesday,4,10,October,2019,false
20191031,2019-10-31,31,Thursday,5,10,October,2019,false
20191101,2019-11-01,1,Friday,6,11,November,2019,false
20191102,2019-11-02,2,Saturday,7,11,November,2019,true
20191103,2019-11-03,3,Sunday,1,11,November,2019,true
20191104,2019-11-04,4,Monday,2,11,November,2019,false
20191105,2019-11-05,5,Tuesday,3,11,November,2019,false
20191106,2019-11-06,6,Wednesday,4,11,November,2019,false
20191107,2019-11-07,7,Thursday,5,11,November,2019,false
20191108,2019-11-08,8,Friday,6,11,November,2019,false
20191109,2019-11-09,9,Saturday,7,11,November,2019,true
20191110,2019-11-10,10,Sunday,1,11,November,2019,true
20191111,2019-11-11,11,Monday,2,11,November,2019,false
20191112,2019-11-12,12,Tuesday,3,11,November,2019,false
20191113,2019-11-13,13,Wednesday,4,11,November,2019,false
20191114,2019-11-14,14,Thursday,5,11,November,2019,false
20191115,2019-11-15,15,Friday,6,11,November,2019,false
20191116,2019-11-16,16,Saturday,7,11,November,2019,true
20191117,2019-11-17,17,Sunday,1,11,November,2019,true
20191118,2019-11-18,18,Monday,2,11,November,2019,false
20191119,2019-11-19,19,Tuesday,3,11,November,2019,false
20191120,2019-11-20,20,Wednesday,4,11,November,2019,false
20191121,2019-11-21,21,Thursday,5,11,November,2019,false
20191122,2019-11-22,22,Friday,6,11,November,2019,false
20191123,2019-11-23,23,Saturday,7,11,November,2019,true
20191124,2019-11-24,24,Sunday,1,11,November,2019,true
20191125,2019-11-25,25,Monday,2,11,November,2019,false
20191126,2019-11-26,26,Tuesday,3,11,November,2019,false
20191127,2019-11-27,27,Wednesday,4,11,November,2019,false
20191128,2019-11-28,28,Thursday,5,11,November,2019,false
20191129,2019-11-29,29,Friday,6,11,November,2019,false
20191130,2019-11-30,30,Saturday,7,11,November,2019,true
20191201,2019-12-01,1,Sunday,1,12,December,2019,true
20191202,2019-12-02,2,Monday,2,12,December,2019,false
20191203,2019-12-03,3,Tuesday,3,12,December,2019,false
20191204,2019-12-04,4,Wednesday,4,12,December,2019,false
20191205,2019-12-05,5,Thursday,5,12,December,2019,false
20191206,2019-12-06,6,Friday,6,12,December,2019,false
20191207,2019-12-07,7,Saturday,7,12,December,2019,true
20191208,2019-12-08,8,Sunday,1,12,December,2019,true
20191209,2019-12-09,9,Monday,2,12,December,2019,false
20191210,2019-12-10,10,Tuesday,3,12,December,2019,false
20191211,2019-12-11,11,Wednesday,4,12,December,2019,false
20191212,2019-12-12,12,Thursday,5,12,December,2019,false
20191213,2019-12-13,13,Friday,6,12,December,2019,false
20191214,2019-12-14,14,Saturday,7,12,December,2019,true
20191215,2019-12-15,15,Sunday,1,12,December,2019,true
20191216,2019-12-16,16,Monday,2,12,December,2019,false
20191217,2019-12-17,17,Tuesday,3,12,December,2019,false
20191218,2019-12-18,18,Wednesday,4,12,December,2019,false
20191219,2019-12-19,19,Thursday,5,12,December,2019,false
20191220,2019-12-20,20,Friday,6,12,December,2019,false
20191221,2019-12-21,21,Saturday,7,12,December,2019,true
20191222,2019-12-22,22,Sunday,1,12,December,2019,true
20191223,2019-12-23,23,Monday,2,12,December,2019,false
20191224,2019-12-24,24,Tuesday,3,12,December,2019,false
20191225,2019-12-25,25,Wednesday,4,12,December,2019,false
20191226,2019-12-26,26,Thursday,5,12,December,2019,false
20191227,2019-12-27,27,Friday,6,12,December,2019,false
20191228,2019-12-28,28,Saturday,7,12,December,2019,true
20191229,2019-12-29,29,Sunday,1,12,December,2019,true
20191230,2019-12-30,30,Monday,2,12,December,2019,false
20191231,2019-12-31,31,Tuesday,3,12,December,2019,false
20200101,2020-01-01,1,Wednesday,4,1,January,2020,false
20200102,2020-01-02,2,Thursday,5,1,January,2020,false
20200103,2020-01-03,3,Friday,6,1,January,2020,false
20200104,2020-01-04,4,Saturday,7,1,January,2020,true
20200105,2020-01-05,5,Sunday,1,1,January,2020,true
20200106,2020-01-06,6,Monday,2,1,January,2020,false
20200107,2020-01-07,7,Tuesday,3,1,January,2020,false
20200108,2020-01-08,8,Wednesday,4,1,January,2020,false
20200109,2020-01-09,9,Thursday,5,1,January,2020,false
20200110,2020-01-10,10,Friday,6,1,January,2020,false
20200111,2020-01-11,11,Saturday,7,1,January,2020,true
20200112,2020-01-12,12,Sunday,1,1,January,2020,true
20200113,2020-01-13,13,Monday,2,1,January,2020,false
20200114,2020-01-14,14,Tuesday,3,1,January,2020,false
20200115,2020-01-15,15,Wednesday,4,1,January,2020,false
20200116,2020-01-16,16,Thursday,5,1,January,2020,false
20200117,2020-01-17,17,Friday,6,1,January,2020,false
20200118,2020-01-18,18,Saturday,7,1,January,2020,true
20200119,2020-01-19,19,Sunday,1,1,January,2020,true
20200120,2020-01-20,20,Monday,2,1,January,2020,false
20200121,2020-01-21,21,Tuesday,3,1,January,2020,false
20200122,2020-01-22,22,Wednesday,4,1,January,2020,false
20200123,2020-01-23,23,Thursday,5,1,January,2020,false
20200124,2020-01-24,24,Friday,6,1,January,2020,false
20200125,2020-01-25,25,Saturday,7,1,January,2020,true
20200126,2020-01-26,26,Sunday,1,1,January,2020,true
20200127,2020-01-27,27,Monday,2,1,January,2020,false
20200128,2020-01-28,28,Tuesday,3,1,January,2020,false
20200129,2020-01-29,29,Wednesday,4,1,January,2020,false
20200130,2020-01-30,30,Thursday,5,1,January,2020,false
20200131,2020-01-31,31,Friday,6,1,January,2020,false
20200201,2020-02-01,1,Saturday,7,2,February,2020,true
20200202,2020-02-02,2,Sunday,1,2,February,2020,true
20200203,2020-02-03,3,Monday,2,2,February,2020,false
20200204,2020-02-04,4,Tuesday,3,2,February,2020,false
20200205,2020-02-05,5,Wednesday,4,2,February,2020,false
20200206,2020-02-06,6,Thursday,5,2,February,2020,false
20200207,2020-02-07,7,Friday,6,2,February,2020,false
20200208,2020-02-08,8,Saturday,7,2,February,2020,true
20200209,2020-02-09,9,Sunday,1,2,February,2020,true
20200210,2020-02-10,10,Monday,2,2,February,2020,false
20200211,2020-02-11,11,Tuesday,3,2,February,2020,false
20200212,2020-02-12,12,Wednesday,4,2,February,2020,false
20200213,2020-02-13,13,Thursday,5,2,February,2020,false
20200214,2020-02-14,14,Friday,6,2,February,2020,false
20200215,2020-02-15,15,Saturday,7,2,February,2020,true
20200216,2020-02-16,16,Sunday,1,2,February,2020,true
20200217,2020-02-17,17,Monday,2,2,February,2020,false
20200218,2020-02-18,18,Tuesday,3,2,February,2020,false
20200219,2020-02-19,19,Wednesday,4,2,February,2020,false
20200220,2020-02-20,20,Thursday,5,2,February,2020,false
20200221,2020-02-21,21,Friday,6,2,February,2020,false
20200222,2020-02-22,22,Saturday,7,2,February,2020,true
20200223,2020-02-23,23,Sunday,1,2,February,2020,true
20200224,2020-02-24,24,Monday,2,2,February,2020,false
20200225,2020-02-25,25,Tuesday,3,2,February,2020,false
20200226,2020-02-26,26,Wednesday,4,2,February,2020,false
20200227,2020-02-27,27,Thursday,5,2,February,2020,false
20200228,2020-02-28,28,Friday,6,2,February,2020,false
20200229,2020-02-29,29,Saturday,7,2,February,2020,true
20200301,2020-03-01,1,Sunday,1,3,March,2020,true
20200302,2020-03-02,2,Monday,2,3,March,2020,false
20200303,2020-03-03,3,Tuesday,3,3,March,2020,false
20200304,2020-03-04,4,Wednesday,4,3,March,2020,false
20200305,2020-03-05,5,Thursday,5,3,March,2020,false
20200306,2020-03-06,6,Friday,6,3,March,2020,false
20200307,2020-03-07,7,Saturday,7,3,March,2020,true
20200308,2020-03-08,8,Sunday,1,3,March,2020,true
20200309,2020-03-09,9,Monday,2,3,March,2020,false
20200310,2020-03-10,10,Tuesday,3,3,March,2020,false
20200311,2020-03-11,11,Wednesday,4,3,March,2020,false
20200312,2020-03-12,12,Thursday,5,3,March,2020,false
20200313,2020-03-13,13,Friday,6,3,March,2020,false
20200314,2020-03-14,14,Saturday,7,3,March,2020,true
20200315,2020-03-15,15,Sunday,1,3,March,2020,true
20200316,2020-03-16,16,Monday,2,3,March,2020,false
20200317,2020-03-17,17,Tuesday,3,3,March,2020,false
20200318,2020-03-18,18,Wednesday,4,3,March,2020,false
20200319,2020-03-19,19,Thursday,5,3,March,2020,false
20200320,2020-03-20,20,Friday,6,3,March,2020,false
20200321,2020-03-21,21,Saturday,7,3,March,2020,true
20200322,2020-03-22,22,Sunday,1,3,March,2020,true
20200323,2020-03-23,23,Monday,2,3,March,2020,false
20200324,2020-03-24,24,Tuesday,3,3,March,2020,false
20200325,2020-03-25,25,Wednesday,4,3,March,2020,false
20200326,2020-03-26,26,Thursday,5,3,March,2020,false
20200327,2020-03-27,27,Friday,6,3,March,2020,false
20200328,2020-03-28,28,Saturday,7,3,March,2020,true
20200329,2020-03-29,29,Sunday,1,3,March,2020,true
20200330,2020-03-30,30,Monday,2,3,March,2020,false
20200331,2020-03-31,31,Tuesday,3,3,March,2020,false
20200401,2020-04-01,1,Wednesday,4,4,April,2020,false
20200402,2020-04-02,2,Thursday,5,4,April,2020,false
20200403,2020-04-03,3,Friday,6,4,April,2020,false
20200404,2020-04-04,4,Saturday,7,4,April,2020,true
20200405,2020-04-05,5,Sunday,1,4,April,2020,true
20200406,2020-04-06,6,Monday,2,4,April,2020,false
20200407,2020-04-07,7,Tuesday,3,4,April,2020,false
20200408,2020-04-08,8,Wednesday,4,4,April,2020,false
20200409,2020-04-09,9,Thursday,5,4,April,2020,false
20200410,2020-04-10,10,Friday,6,4,April,2020,false
20200411,2020-04-11,11,Saturday,7,4,April,2020,true
20200412,2020-04-12,12,Sunday,1,4,April,2020,true
20200413,2020-04-13,13,Monday,2,4,April,2020,false
20200414,2020-04-14,14,Tuesday,3,4,April,2020,false
20200415,2020-04-15,15,Wednesday,4,4,April,2020,false
20200416,2020-04-16,16,Thursday,5,4,April,2020,false
20200417,2020-04-17,17,Friday,6,4,April,2020,false
20200418,2020-04-18,18,Saturday,7,4,April,2020,true
20200419,2020-04-19,19,Sunday,1,4,April,2020,true
20200420,2020-04-20,20,Monday,2,4,April,2020,false
20200421,2020-04-21,21,Tuesday,3,4,April,2020,false
20200422,2020-04-22,22,Wednesday,4,4,April,2020,false
20200423,2020-04-23,23,Thursday,5,4,April,2020,false
20200424,2020-04-24,24,Friday,6,4,April,2020,false
20200425,2020-04-25,25,Saturday,7,4,April,2020,true
20200426,2020-04-26,26,Sunday,1,4,April,2020,true
20200427,2020-04-27,27,Monday,2,4,April,2020,false
20200428,2020-04-28,28,Tuesday,3,4,April,2020,false
20200429,2020-04-29,29,Wednesday,4,4,April,2020,false
20200430,2020-04-30,30,Thursday,5,4,April,2020,false
20200501,2020-05-01,1,Friday,6,5,May,2020,false
20200502,2020-05-02,2,Saturday,7,5,May,2020,true
20200503,2020-05-03,3,Sunday,1,5,May,2020,true
20200504,2020-05-04,4,Monday,2,5,May,2020,false
20200505,2020-05-05,5,Tuesday,3,5,May,2020,false
20200506,2020-05-06,6,Wednesday,4,5,May,2020,false
20200507,2020-05-07,7,Thursday,5,5,May,2020,false
20200508,2020-05-08,8,Friday,6,5,May,2020,false
20200509,2020-05-09,9,Saturday,7,5,May,2020,true
20200510,2020-05-10,10,Sunday,1,5,May,2020,true
20200511,2020-05-11,11,Monday,2,5,May,2020,false
20200512,2020-05-12,12,Tuesday,3,5,May,2020,false
20200513,2020-05-13,13,Wednesday,4,5,May,2020,false
20200514,2020-05-14,14,Thursday,5,5,May,2020,false
20200515,2020-05-15,15,Friday,6,5,May,2020,false
20200516,2020-05-16,16,Saturday,7,5,May,2020,true
20200517,2020-05-17,17,Sunday,1,5,May,2020,true
20200518,2020-05-18,18,Monday,2,5,May,2020,false
20200519,2020-05-19,19,Tuesday,3,5,May,2020,false
20200520,2020-05-20,20,Wednesday,4,5,May,2020,false
20200521,2020-05-21,21,Thursday,5,5,May,2020,false
20200522,2020-05-22,22,Friday,6,5,May,2020,false
20200523,2020-05-23,23,Saturday,7,5,May,2020,true
20200524,2020-05-24,24,Sunday,1,5,May,2020,true
20200525,2020-05-25,25,Monday,2,5,May,2020,false
20200526,2020-05-26,26,Tuesday,3,5,May,2020,false
20200527,2020-05-27,27,Wednesday,4,5,May,2020,false
20200528,2020-05-28,28,Thursday,5,5,May,2020,false
20200529,2020-05-29,29,Friday,6,5,May,2020,false
20200530,2020-05-30,30,Saturday,7,5,May,2020,true
20200531,2020-05-31,31,Sunday,1,5,May,2020,true
20200601,2020-06-01,1,Monday,2,6,June,2020,false
20200602,2020-06-02,2,Tuesday,3,6,June,2020,false
20200603,2020-06-03,3,Wednesday,4,6,June,2020,false
20200604,2020-06-04,4,Thursday,5,6,June,2020,false
20200605,2020-06-05,5,Friday,6,6,June,2020,false
20200606,2020-06-06,6,Saturday,7,6,June,2020,true
20200607,2020-06-07,7,Sunday,1,6,June,2020,true
20200608,2020-06-08,8,Monday,2,6,June,2020,false
20200609,2020-06-09,9,Tuesday,3,6,June,2020,false
20200610,2020-06-10,10,Wednesday,4,6,June,2020,false
20200611,2020-06-11,11,Thursday,5,6,June,2020,false
20200612,2020-06-12,12,Friday,6,6,June,2020,false
20200613,2020-06-13,13,Saturday,7,6,June,2020,true
20200614,2020-06-14,14,Sunday,1,6,June,2020,true
20200615,2020-06-15,15,Monday,2,6,June,2020,false
20200616,2020-06-16,16,Tuesday,3,6,June,2020,false
20200617,2020-06-17,17,Wednesday,4,6,June,2020,false
20200618,2020-06-18,18,Thursday,5,6,June,2020,false
20200619,2020-06-19,19,Friday,6,6,June,2020,false
20200620,2020-06-20,20,Saturday,7,6,June,2020,true
20200621,2020-06-21,21,Sunday,1,6,June,2020,true
20200622,2020-06-22,22,Monday,2,6,June,2020,false
20200623,2020-06-23,23,Tuesday,3,6,June,2020,false
20200624,2020-06-24,24,Wednesday,4,6,June,2020,false
20200625,2020-06-25,25,Thursday,5,6,June,2020,false
20200626,2020-06-26,26,Friday,6,6,June,2020,false
20200627,2020-06-27,27,Saturday,7,6,June,2020,true
20200628,2020-06-28,28,Sunday,1,6,June,2020,true
20200629,2020-06-29,29,Monday,2,6,June,2020,false
20200630,2020-06-30,30,Tuesday,3,6,June,2020,false
20200701,2020-07-01,1,Wednesday,4,7,July,2020,false
20200702,2020-07-02,2,Thursday,5,7,July,2020,false
20200703,2020-07-03,3,Friday,6,7,July,2020,false
20200704,2020-07-04,4,Saturday,7,7,July,2020,true
20200705,2020-07-05,5,Sunday,1,7,July,2020,true
20200706,2020-07-06,6,Monday,2,7,July,2020,false
20200707,2020-07-07,7,Tuesday,3,7,July,2020,false
20200708,2020-07-08,8,Wednesday,4,7,July,2020,false
20200709,2020-07-09,9,Thursday,5,7,July,2020,false
20200710,2020-07-10,10,Friday,6,7,July,2020,false
20200711,2020-07-11,11,Saturday,7,7,July,2020,true
20200712,2020-07-12,12,Sunday,1,7,July,2020,true
20200713,2020-07-13,13,Monday,2,7,July,2020,false
20200714,2020-07-14,14,Tuesday,3,7,July,2020,false
20200715,2020-07-15,15,Wednesday,4,7,July,2020,false
20200716,2020-07-16,16,Thursday,5,7,July,2020,false
20200717,2020-07-17,17,Friday,6,7,July,2020,false
20200718,2020-07-18,18,Saturday,7,7,July,2020,true
20200719,2020-07-19,19,Sunday,1,7,July,2020,true
20200720,2020-07-20,20,Monday,2,7,July,2020,false
20200721,2020-07-21,21,Tuesday,3,7,July,2020,false
20200722,2020-07-22,22,Wednesday,4,7,July,2020,false
20200723,2020-07-23,23,Thursday,5,7,July,2020,false
20200724,2020-07-24,24,Friday,6,7,July,2020,false
20200725,2020-07-25,25,Saturday,7,7,July,2020,true
20200726,2020-07-26,26,Sunday,1,7,July,2020,true
20200727,2020-07-27,27,Monday,2,7,July,2020,false
20200728,2020-07-28,28,Tuesday,3,7,July,2020,false
20200729,2020-07-29,29,Wednesday,4,7,July,2020,false
20200730,2020-07-30,30,Thursday,5,7,July,2020,false
20200731,2020-07-31,31,Friday,6,7,July,2020,false
20200801,2020-08-01,1,Saturday,7,8,August,2020,true
20200802,2020-08-02,2,Sunday,1,8,August,2020,true
20200803,2020-08-03,3,Monday,2,8,August,2020,false
20200804,2020-08-04,4,Tuesday,3,8,August,2020,false
20200805,2020-08-05,5,Wednesday,4,8,August,2020,false
20200806,2020-08-06,6,Thursday,5,8,August,2020,false
20200807,2020-08-07,7,Friday,6,8,August,2020,false
20200808,2020-08-08,8,Saturday,7,8,August,2020,true
20200809,2020-08-09,9,Sunday,1,8,August,2020,true
20200810,2020-08-10,10,Monday,2,8,August,2020,false
20200811,2020-08-11,11,Tuesday,3,8,August,2020,false
20200812,2020-08-12,12,Wednesday,4,8,August,2020,false
20200813,2020-08-13,13,Thursday,5,8,August,2020,false
20200814,2020-08-14,14,Friday,6,8,August,2020,false
20200815,2020-08-15,15,Saturday,7,8,August,2020,true
20200816,2020-08-16,16,Sunday,1,8,August,2020,true
20200817,2020-08-17,17,Monday,2,8,August,2020,false
20200818,2020-08-18,18,Tuesday,3,8,August,2020,false
20200819,2020-08-19,19,Wednesday,4,8,August,2020,false
20200820,2020-08-20,20,Thursday,5,8,August,2020,false
20200821,2020-08-21,21,Friday,6,8,August,2020,false
20200822,2020-08-22,22,Saturday,7,8,August,2020,true
20200823,2020-08-23,23,Sunday,1,8,August,2020,true
20200824,2020-08-24,24,Monday,2,8,August,2020,false
20200825,2020-08-25,25,Tuesday,3,8,August,2020,false
20200826,2020-08-26,26,Wednesday,4,8,August,2020,false
20200827,2020-08-27,27,Thursday,5,8,August,2020,false
20200828,2020-08-28,28,Friday,6,8,August,2020,false
20200829,2020-08-29,29,Saturday,7,8,August,2020,true
20200830,2020-08-30,30,Sunday,1,8,August,2020,true
20200831,2020-08-31,31,Monday,2,8,August,2020,false
20200901,2020-09-01,1,Tuesday,3,9,September,2020,false
20200902,2020-09-02,2,Wednesday,4,9,September,2020,false
20200903,2020-09-03,3,Thursday,5,9,September,2020,false
20200904,2020-09-04,4,Friday,6,9,September,2020,false
20200905,2020-09-05,5,Saturday,7,9,September,2020,true
20200906,2020-09-06,6,Sunday,1,9,September,2020,true
20200907,2020-09-07,7,Monday,2,9,September,2020,false
20200908,2020-09-08,8,Tuesday,3,9,September,2020,false
20200909,2020-09-09,9,Wednesday,4,9,September,2020,false
20200910,2020-09-10,10,Thursday,5,9,September,2020,false
20200911,2020-09-11,11,Friday,6,9,September,2020,false
20200912,2020-09-12,12,Saturday,7,9,September,2020,true
20200913,2020-09-13,13,Sunday,1,9,September,2020,true
20200914,2020-09-14,14,Monday,2,9,September,2020,false
20200915,2020-09-15,15,Tuesday,3,9,September,2020,false
20200916,2020-09-16,16,Wednesday,4,9,September,2020,false
20200917,2020-09-17,17,Thursday,5,9,September,2020,false
20200918,2020-09-18,18,Friday,6,9,September,2020,false
20200919,2020-09-19,19,Saturday,7,9,September,2020,true
20200920,2020-09-20,20,Sunday,1,9,September,2020,true
20200921,2020-09-21,21,Monday,2,9,September,2020,false
20200922,2020-09-22,22,Tuesday,3,9,September,2020,false
20200923,2020-09-23,23,Wednesday,4,9,September,2020,false
20200924,2020-09-24,24,Thursday,5,9,September,2020,false
20200925,2020-09-25,25,Friday,6,9,September,2020,false
20200926,2020-09-26,26,Saturday,7,9,September,2020,true
20200927,2020-09-27,27,Sunday,1,9,September,2020,true
20200928,2020-09-28,28,Monday,2,9,September,2020,false
20200929,2020-09-29,29,Tuesday,3,9,September,2020,false
20200930,2020-09-30,30,Wednesday,4,9,September,2020,false
20201001,2020-10-01,1,Thursday,5,10,October,2020,false
20201002,2020-10-02,2,Friday,6,10,October,2020,false
20201003,2020-10-03,3,Saturday,7,10,October,2020,true
20201004,2020-10-04,4,Sunday,1,10,October,2020,true
20201005,2020-10-05,5,Monday,2,10,October,2020,false
20201006,2020-10-06,6,Tuesday,3,10,October,2020,false
20201007,2020-10-07,7,Wednesday,4,10,October,2020,false
20201008,2020-10-08,8,Thursday,5,10,October,2020,false
20201009,2020-10-09,9,Friday,6,10,October,2020,false
20201010,2020-10-10,10,Saturday,7,10,October,2020,true
20201011,2020-10-11,11,Sunday,1,10,October,2020,true
20201012,2020-10-12,12,Monday,2,10,October,2020,false
20201013,2020-10-13,13,Tuesday,3,10,October,2020,false
20201014,2020-10-14,14,Wednesday,4,10,October,2020,false
20201015,2020-10-15,15,Thursday,5,10,October,2020,false
20201016,2020-10-16,16,Friday,6,10,October,2020,false
20201017,2020-10-17,17,Saturday,7,10,October,2020,true
20201018,2020-10-18,18,Sunday,1,10,October,2020,true
20201019,2020-10-19,19,Monday,2,10,October,2020,false
20201020,2020-10-20,20,Tuesday,3,10,October,2020,false
20201021,2020-10-21,21,Wednesday,4,10,October,2020,false
20201022,2020-10-22,22,Thursday,5,10,October,2020,false
20201023,2020-10-23,23,Friday,6,10,October,2020,false
20201024,2020-10-24,24,Saturday,7,10,October,2020,true
20201025,2020-10-25,25,Sunday,1,10,October,2020,true
20201026,2020-10-26,26,Monday,2,10,October,2020,false
20201027,2020-10-27,27,Tuesday,3,10,October,2020,false
20201028,2020-10-28,28,Wednesday,4,10,October,2020,false
20201029,2020-10-29,29,Thursday,5,10,October,2020,false
20201030,2020-10-30,30,Friday,6,10,October,2020,false
20201031,2020-10-31,31,Saturday,7,10,October,2020,true
20201101,2020-11-01,1,Sunday,1,11,November,2020,true
20201102,2020-11-02,2,Monday,2,11,November,2020,false
20201103,2020-11-03,3,Tuesday,3,11,November,2020,false
20201104,2020-11-04,4,Wednesday,4,11,November,2020,false
20201105,2020-11-05,5,Thursday,5,11,November,2020,false
20201106,2020-11-06,6,Friday,6,11,November,2020,false
20201107,2020-11-07,7,Saturday,7,11,November,2020,true
20201108,2020-11-08,8,Sunday,1,11,November,2020,true
20201109,2020-11-09,9,Monday,2,11,November,2020,false
20201110,2020-11-10,10,Tuesday,3,11,November,2020,false
20201111,2020-11-11,11,Wednesday,4,11,November,2020,false
20201112,2020-11-12,12,Thursday,5,11,November,2020,false
20201113,2020-11-13,13,Friday,6,11,November,2020,false
20201114,2020-11-14,14,Saturday,7,11,November,2020,true
20201115,2020-11-15,15,Sunday,1,11,November,2020,true
20201116,2020-11-16,16,Monday,2,11,November,2020,false
20201117,2020-11-17,17,Tuesday,3,11,November,2020,false
20201118,2020-11-18,18,Wednesday,4,11,November,2020,false
20201119,2020-11-19,19,Thursday,5,11,November,2020,false
20201120,2020-11-20,20,Friday,6,11,November,2020,false
20201121,2020-11-21,21,Saturday,7,11,November,2020,true
20201122,2020-11-22,22,Sunday,1,11,November,2020,true
20201123,2020-11-23,23,Monday,2,11,November,2020,false
20201124,2020-11-24,24,Tuesday,3,11,November,2020,false
20201125,2020-11-25,25,Wednesday,4,11,November,2020,false
20201126,2020-11-26,26,Thursday,5,11,November,2020,false
20201127,2020-11-27,27,Friday,6,11,November,2020,false
20201128,2020-11-28,28,Saturday,7,11,November,2020,true
20201129,2020-11-29,29,Sunday,1,11,November,2020,true
20201130,2020-11-30,30,Monday,2,11,November,2020,false
20201201,2020-12-01,1,Tuesday,3,12,December,2020,false
20201202,2020-12-02,2,Wednesday,4,12,December,2020,false
20201203,2020-12-03,3,Thursday,5,12,December,2020,false
20201204,2020-12-04,4,Friday,6,12,December,2020,false
20201205,2020-12-05,5,Saturday,7,12,December,2020,true
20201206,2020-12-06,6,Sunday,1,12,December,2020,true
20201207,2020-12-07,7,Monday,2,12,December,2020,false
20201208,2020-12-08,8,Tuesday,3,12,December,2020,false
20201209,2020-12-09,9,Wednesday,4,12,December,2020,false
20201210,2020-12-10,10,Thursday,5,12,December,2020,false
20201211,2020-12-11,11,Friday,6,12,December,2020,false
20201212,2020-12-12,12,Saturday,7,12,December,2020,true
20201213,2020-12-13,13,Sunday,1,12,December,2020,true
20201214,2020-12-14,14,Monday,2,12,December,2020,false
20201215,2020-12-15,15,Tuesday,3,12,December,2020,false
20201216,2020-12-16,16,Wednesday,4,12,December,2020,false
20201217,2020-12-17,17,Thursday,5,12,December,2020,false
20201218,2020-12-18,18,Friday,6,12,December,2020,false
20201219,2020-12-19,19,Saturday,7,12,December,2020,true
20201220,2020-12-20,20,Sunday,1,12,December,2020,true
20201221,2020-12-21,21,Monday,2,12,December,2020,false
20201222,2020-12-22,22,Tuesday,3,12,December,2020,false
20201223,2020-12-23,23,Wednesday,4,12,December,2020,false
20201224,2020-12-24,24,Thursday,5,12,December,2020,false
20201225,2020-12-25,25,Friday,6,12,December,2020,false
20201226,2020-12-26,26,Saturday,7,12,December,2020,true
20201227,2020-12-27,27,Sunday,1,12,December,2020,true
20201228,2020-12-28,28,Monday,2,12,December,2020,false
20201229,2020-12-29,29,Tuesday,3,12,December,2020,false
20201230,2020-12-30,30,Wednesday,4,12,December,2020,false
20201231,2020-12-31,31,Thursday,5,12,December,2020,false
